district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,160,Yes,exterior, floor 4,875000
Ciutat Vella,la Barceloneta,good condition,Flat,2,35,No,exterior, floor 3,190000
Gràcia,la Vila de Gràcia,good condition,Penthouse,2,49,Yes,exterior, floor 7,245000
Eixample,la Sagrada Família,good condition,Flat,4,84,Yes,exterior, floor 2,299000
Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,House,5,412,No,exterior,Multiple,2100000
Nou Barris,Porta,good condition,Flat,2,55,No,exterior, floor 2,170000
Horta-Guinardó,el Baix Guinardó,good condition,Flat,1,40,Yes,exterior, floor 4,198000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,House,3,175,No,exterior,Multiple,1130000
Sant Martí,el Poblenou,good condition,Flat,2,73,Yes,exterior, floor 2,375000
Sarrià-Sant Gervasi,les Tres Torres,good condition,Penthouse,7,500,Yes,exterior, floor 6,2950000
Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,6,355,Yes,exterior, floor 2,2300000
Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,5,257,Yes,exterior, floor 1,1650000
Sants-Montjuïc,Sants,good condition,House,4,334,No,exterior,Multiple,797000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,4,111,Yes,exterior, floor 1,495000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,147,Yes,exterior, floor 1,1850000
Eixample,la Sagrada Família,good condition,Penthouse,3,180,Yes,exterior, floor 7,765000
Sarrià-Sant Gervasi,Sarrià,good condition,House,9,545,No,exterior,Multiple,3900000
Eixample,Sant Antoni,good condition,Flat,3,112,Yes,exterior, floor 3,499000
Eixample,la Nova Esquerra de l'Eixample,good condition,Penthouse,3,123,Yes,exterior, floor 9,1190000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,80,Yes,exterior, floor 3,650000
Eixample,la Dreta de l'Eixample,good condition,Flat,4,77,Yes,exterior, floor 2,340000
Sants-Montjuïc,Sants,good condition,Flat,3,150,Yes,interior,ground floor,239000
Sant Martí,el Besòs i el Maresme,good condition,Flat,3,71,Yes,exterior, floor 7,179000
Sant Andreu,la Sagrera,good condition,Flat,3,104,Yes,exterior, floor 2,588000
Sant Andreu,la Sagrera,good condition,Flat,2,56,Yes,exterior,ground floor,242000
Sant Andreu,la Sagrera,good condition,Flat,3,104,Yes,exterior,ground floor,523000
Sant Andreu,la Sagrera,good condition,Flat,3,62,Yes,exterior, floor 4,188000
Sant Martí,el Clot,good condition,Flat,3,77,Yes,exterior, floor 2,325000
Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,1,120,No,exterior,ground floor,380000
Eixample,la Dreta de l'Eixample,good condition,Flat,4,600,Yes,exterior, floor 9,12000000
Nou Barris,Vilapicina i la Torre Llobeta,good condition,Flat,2,49,Yes,exterior, floor 8,167000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,63,No,exterior,ground floor,195000
Les Corts,la Maternitat i Sant Ramon,good condition,Penthouse,2,95,Yes,exterior, floor 8,480000
Sants-Montjuïc,Sants - Badal,good condition,Flat,3,75,No,exterior, floor 1,250000
Sants-Montjuïc,Hostafrancs,good condition,Flat,3,76,Yes,exterior, floor 3,269000
Sant Martí,Provençals del Poblenou,good condition,Flat,4,75,Yes,exterior, floor 4,195000
Sant Martí,el Poblenou,good condition,Flat,3,73,Yes,exterior, floor 2,399000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Penthouse,2,60,Yes,exterior, floor 5,260000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,133,Yes,exterior, floor 5,850000
Gràcia,la Vila de Gràcia,good condition,Flat,3,79,Yes,exterior, floor 1,445000
Ciutat Vella,el Raval,good condition,Flat,1,40,No,exterior, floor 2,170000
Ciutat Vella,el Raval,good condition,Flat,2,59,No,exterior,mezzanine,230000
Les Corts,la Maternitat i Sant Ramon,good condition,House,5,234,No,exterior,Multiple,840000
Ciutat Vella,el Raval,good condition,Flat,2,61,No,exterior, floor 3,227000
Ciutat Vella,el Raval,good condition,Flat,1,49,No,exterior,mezzanine,180000
Sant Martí,Provençals del Poblenou,good condition,Flat,3,93,Yes,exterior, floor 3,375000
Sant Martí,Sant Martí de Provençals,good condition,Flat,3,90,Yes,exterior, floor 6,285000
Eixample,Sant Antoni,good condition,Flat,4,109,Yes,exterior, floor 1,460000
Sants-Montjuïc,la Bordeta,good condition,Flat,3,60,Yes,exterior, floor 3,220000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Duplex,2,156,Yes,exterior, floor 4,1900000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,149,Yes,exterior, floor 1,1200000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,149,Yes,exterior,mezzanine,1325000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,113,Yes,exterior,mezzanine,415000
Gràcia,la Vila de Gràcia,good condition,Flat,4,93,Yes,exterior,mezzanine,350000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,5,97,Yes,exterior, floor 3,440000
Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,3,85,No,exterior, floor 2,290000
Horta-Guinardó,el Baix Guinardó,good condition,Flat,6,132,Yes,exterior, floor 3,389000
Sant Andreu,el Congrés i els Indians,good condition,Flat,4,101,Yes,exterior, floor 4,298000
Sants-Montjuïc,Hostafrancs,good condition,Flat,2,63,Yes,interior, floor 1,310000
Sants-Montjuïc,Sants,good condition,Flat,3,91,Yes,exterior,mezzanine,430000
Eixample,la Dreta de l'Eixample,good condition,Flat,2,75,Yes,exterior,mezzanine,363400
Eixample,la Dreta de l'Eixample,good condition,Flat,3,88,Yes,exterior,mezzanine,445500
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,80,Yes,exterior, floor 2,319000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,91,Yes,exterior, floor 4,340000
Sant Martí,el Poblenou,good condition,Flat,2,75,Yes,exterior, floor 5,395000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,109,Yes,exterior, floor 2,445000
Nou Barris,Ciutat Meridiana,good condition,Flat,3,65,Yes,exterior, floor 3,135000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,220,Yes,exterior, floor 5,1100000
Ciutat Vella,el Raval,good condition,Flat,2,85,No,exterior, floor 5,234000
Sant Martí,el Clot,good condition,Flat,4,86,Yes,exterior, floor 5,339000
Eixample,Sant Antoni,good condition,Flat,3,87,Yes,exterior, floor 1,365000
Ciutat Vella,el Raval,good condition,Flat,4,84,Yes,exterior, floor 2,297069
Eixample,la Sagrada Família,good condition,Flat,3,88,Yes,exterior, floor 5,399000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,99,Yes,exterior, floor 2,299800
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Duplex,4,274,Yes,exterior, floor 5,839000
Gràcia,la Vila de Gràcia,good condition,Flat,3,137,Yes,exterior, floor 3,575000
Les Corts,Pedralbes,good condition,Flat,2,95,Yes,exterior, floor 1,479000
Ciutat Vella,la Barceloneta,good condition,Flat,1,34,No,exterior,ground floor,165000
Sant Martí,el Poblenou,good condition,Flat,2,70,Yes,exterior, floor 1,420000
Sants-Montjuïc,la Font de la Guatlla,good condition,Flat,4,86,Yes,exterior, floor 6,335000
Sants-Montjuïc,la Marina de Port,good condition,Flat,3,79,Yes,exterior, floor 2,253000
Eixample,la Dreta de l'Eixample,good condition,Flat,2,63,No,exterior, floor 3,350000
Gràcia,la Vila de Gràcia,good condition,Flat,2,70,Yes,exterior, floor 1,319000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,74,Yes,exterior, floor 3,260000
Horta-Guinardó,la Teixonera,good condition,Flat,3,58,Yes,exterior, floor 1,196000
Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,64,Yes,exterior, floor 1,275000
Gràcia,la Vila de Gràcia,good condition,Flat,1,56,No,exterior, floor 3,320000
Ciutat Vella,el Raval,good condition,Flat,3,71,No,exterior, floor 2,195000
Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,3,67,No,exterior, floor 2,289000
Eixample,la Sagrada Família,good condition,Flat,4,122,Yes,exterior, floor 2,415000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,91,Yes,exterior, floor 4,290000
Les Corts,les Corts,good condition,Flat,5,210,Yes,exterior, floor 1,1030000
Sants-Montjuïc,la Font de la Guatlla,good condition,Flat,3,62,Yes,exterior, floor 2,250000
Eixample,Sant Antoni,good condition,Flat,1,42,Yes,exterior, floor 2,228000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,117,Yes,exterior,mezzanine,840000
Ciutat Vella,el Raval,good condition,Flat,2,76,Yes,exterior, floor 2,465000
Ciutat Vella,el Raval,good condition,Flat,2,151,Yes,exterior,ground floor,565000
Ciutat Vella,el Raval,good condition,Flat,2,84,Yes,exterior, floor 2,475000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,68,Yes,exterior, floor 5,470000
Eixample,la Sagrada Família,good condition,Flat,3,62,Yes,exterior, floor 6,385000
Ciutat Vella,el Raval,good condition,Flat,2,75,Yes,exterior, floor 1,319000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,80,Yes,interior, floor 5,415000
Eixample,la Dreta de l'Eixample,good condition,Flat,4,230,Yes,exterior,mezzanine,2300000
Eixample,la Dreta de l'Eixample,good condition,Flat,2,117,Yes,exterior, floor 2,595000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,177,Yes,exterior, floor 1,890000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,7,391,Yes,exterior, floor 4,1690000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,75,No,exterior, floor 3,298000
Eixample,la Dreta de l'Eixample,good condition,Flat,4,135,Yes,exterior,mezzanine,795000
Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,4,136,Yes,exterior, floor 2,475000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,141,Yes,exterior, floor 1,830000
Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,3,75,Yes,exterior, floor 1,230000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,132,Yes,interior, floor 5,1180000
Eixample,la Dreta de l'Eixample,good condition,Flat,1,86,Yes,exterior, floor 5,870000
Gràcia,la Vila de Gràcia,good condition,Flat,1,51,No,exterior, floor 1,350000
Sant Martí,el Poblenou,good condition,Flat,1,41,No,exterior, floor 2,177000
Ciutat Vella,el Barri Gòtic,good condition,Flat,2,299,Yes,exterior, floor 7,3500000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,139,Yes,exterior, floor 4,1570000
Horta-Guinardó,el Baix Guinardó,good condition,Flat,3,54,Yes,exterior, floor 1,250000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,85,Yes,exterior, floor 6,380000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,140,Yes,exterior, floor 4,530000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,129,Yes,exterior, floor 2,685000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,1,111,No,exterior, floor 1,550000
Nou Barris,la Prosperitat,good condition,Penthouse,3,66,Yes,exterior, floor 5,295000
Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,1,73,Yes,exterior,mezzanine,310000
Sant Martí,Sant Martí de Provençals,good condition,Flat,2,83,Yes,exterior, floor 8,235000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,68,No,exterior, floor 3,152000
Sant Martí,la Verneda i la Pau,good condition,Flat,3,76,Yes,exterior, floor 5,169000
Gràcia,la Vila de Gràcia,good condition,Flat,2,68,Yes,exterior, floor 2,245000
Sants-Montjuïc,Sants,good condition,Flat,4,126,Yes,exterior, floor 1,359000
Ciutat Vella,el Raval,good condition,Flat,2,75,Yes,exterior, floor 1,280000
Sarrià-Sant Gervasi,Sarrià,good condition,Flat,2,86,Yes,exterior, floor 2,400000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,64,Yes,exterior, floor 2,200000
Nou Barris,Porta,good condition,Penthouse,3,68,Yes,exterior, floor 6,200000
Sants-Montjuïc,la Marina de Port,good condition,Flat,4,110,Yes,exterior, floor 10,360000
Nou Barris,Porta,good condition,Flat,2,55,Yes,exterior, floor 2,170000
Les Corts,les Corts,good condition,Flat,4,144,Yes,exterior, floor 2,670000
Sant Martí,el Clot,good condition,Flat,2,84,Yes,exterior, floor 6,425000
Nou Barris,Porta,good condition,Duplex,2,125,Yes,exterior,ground floor,449000
Sant Martí,el Clot,good condition,Duplex,3,179,Yes,exterior,ground floor,538000
Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,5,131,Yes,exterior, floor 2,650000
Nou Barris,Verdun,good condition,Penthouse,3,68,No,interior, floor 4,141000
Sant Martí,la Verneda i la Pau,good condition,Flat,3,77,Yes,exterior, floor 3,169000
Eixample,la Dreta de l'Eixample,good condition,Flat,2,96,Yes,exterior, floor 1,439000
Sant Andreu,Sant Andreu,good condition,Flat,3,76,Yes,exterior, floor 2,218000
Sant Andreu,el Congrés i els Indians,good condition,Flat,4,89,Yes,exterior, floor 4,264000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,117,Yes,exterior, floor 8,568000
Sant Andreu,el Bon Pastor,good condition,Flat,3,68,No,exterior, floor 4,139000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,5,300,Yes,exterior,ground floor,3500000
Sant Andreu,el Congrés i els Indians,good condition,Flat,2,79,Yes,exterior, floor 1,239000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,2,90,Yes,exterior, floor 4,800000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,203,Yes,exterior, floor 4,1790000
Nou Barris,la Guineueta,good condition,Flat,4,94,Yes,exterior, floor 2,305000
Sants-Montjuïc,Sants,good condition,Duplex,2,95,No,exterior, floor 1,367000
Les Corts,la Maternitat i Sant Ramon,good condition,Flat,3,94,Yes,exterior, floor 1,425000
Ciutat Vella,el Barri Gòtic,good condition,Flat,4,158,No,exterior, floor 2,540000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,4,353,Yes,exterior, floor 7,3100000
Les Corts,les Corts,good condition,Flat,4,121,Yes,exterior, floor 3,595000
Eixample,la Sagrada Família,good condition,Flat,4,73,Yes,exterior, floor 1,267000
Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,Flat,3,116,No,exterior,ground floor,395000
Les Corts,Pedralbes,good condition,Detached,6,800,No,exterior,Multiple,6500000
Ciutat Vella,el Barri Gòtic,good condition,Flat,2,66,Yes,exterior, floor 1,425000
Sants-Montjuïc,Hostafrancs,good condition,Penthouse,2,70,No,exterior, floor 2,460000
Eixample,la Sagrada Família,good condition,Flat,2,62,Yes,exterior, floor 4,500000
Sants-Montjuïc,Hostafrancs,good condition,Flat,2,70,Yes,exterior, floor 1,445000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,94,Yes,exterior, floor 6,500000
Ciutat Vella,el Raval,good condition,Flat,1,49,No,exterior, floor 5,197500
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,1,65,Yes,exterior, floor 2,340000
Sant Martí,la Vila Olímpica del Poblenou,good condition,Flat,2,110,Yes,exterior, floor 4,644000
Les Corts,Pedralbes,good condition,Penthouse,5,147,Yes,exterior, floor 8,695000
Gràcia,el Coll,good condition,Penthouse,2,89,Yes,exterior, floor 4,470000
Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,177,Yes,exterior, floor 1,1000000
Eixample,la Dreta de l'Eixample,good condition,Flat,4,142,Yes,exterior, floor 3,595000
Horta-Guinardó,Horta,good condition,Flat,3,70,No,interior, floor 3,209000
Eixample,la Dreta de l'Eixample,good condition,Flat,4,201,Yes,exterior, floor 4,1360000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,89,Yes,exterior, floor 4,400000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,117,No,exterior, floor 2,470000
Ciutat Vella,el Barri Gòtic,good condition,Flat,2,90,Yes,exterior, floor 3,445000
Eixample,la Sagrada Família,good condition,Flat,4,90,Yes,exterior, floor 6,375000
Eixample,Sant Antoni,good condition,Flat,2,120,Yes,exterior, floor 3,795000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,129,Yes,interior,ground floor,446000
Eixample,la Sagrada Família,good condition,Flat,4,70,Yes,exterior, floor 6,255000
Sant Andreu,Sant Andreu,good condition,Penthouse,2,159,Yes,exterior, floor 9,399900
Ciutat Vella,el Barri Gòtic,good condition,Flat,2,130,Yes,exterior,ground floor,710000
Eixample,la Sagrada Família,good condition,Flat,3,92,Yes,exterior, floor 1,360000
Nou Barris,Porta,good condition,Flat,2,55,No,interior, floor 2,170000
Eixample,la Dreta de l'Eixample,good condition,Flat,2,75,Yes,exterior, floor 2,435000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,1,68,Yes,exterior, floor 3,330000
Ciutat Vella,el Raval,good condition,Flat,3,60,Yes,exterior, floor 2,249000
Eixample,el Fort Pienc,good condition,Flat,4,60,Yes,interior, floor 1,210000
Les Corts,les Corts,good condition,Flat,4,120,Yes,exterior, floor 1,498000
Gràcia,Vallcarca i els Penitents,good condition,Flat,2,70,Yes,exterior, floor 2,428000
Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,4,106,Yes,exterior, floor 5,545000
Ciutat Vella,el Raval,good condition,Flat,2,88,Yes,exterior,ground floor,285000
Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,4,170,No,exterior, floor 1,453000
Les Corts,la Maternitat i Sant Ramon,good condition,Flat,4,108,Yes,exterior, floor 3,430000
Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,63,Yes,exterior, floor 1,265000
Sant Andreu,el Bon Pastor,good condition,Flat,3,110,Yes,exterior, floor 1,309000
Eixample,la Dreta de l'Eixample,good condition,Flat,5,159,Yes,exterior, floor 4,840000
Eixample,la Sagrada Família,good condition,Flat,3,96,Yes,exterior, floor 5,342000
Sants-Montjuïc,Sants - Badal,good condition,Flat,4,77,Yes,exterior, floor 5,295000
Nou Barris,la Trinitat Nova,good condition,Penthouse,3,55,No,exterior, floor 4,87000
Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,4,85,Yes,exterior, floor 3,298000
Nou Barris,la Trinitat Nova,good condition,Flat,3,70,Yes,exterior, floor 2,140000
Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,63,Yes,exterior, floor 2,295000
Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,118,Yes,exterior, floor 16,570000
Eixample,la Dreta de l'Eixample,good condition,Flat,4,200,Yes,exterior, floor 1,1650000
Sant Martí,Provençals del Poblenou,good condition,Flat,4,91,Yes,exterior, floor 5,285000
Eixample,la Dreta de l'Eixample,good condition,Flat,4,117,Yes,exterior, floor 1,655000
Eixample,la Dreta de l'Eixample,good condition,Penthouse,2,121,Yes,interior, floor 5,1000000
Eixample,la Dreta de l'Eixample,good condition,Flat,3,152,Yes,exterior, floor 1,1550000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,73,Yes,exterior, floor 7,395000
Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,146,Yes,exterior, floor 2,595000
Horta-Guinardó,el Baix Guinardó,good condition,Flat,3,55,Yes,exterior, floor 1,199000
Gràcia,la Vila de Gràcia,good condition,Flat,2,99,Yes,exterior, floor 1,375000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,111,Yes,exterior, floor 5,550000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Semi-detached,4,273,No,exterior,Multiple,1130000
Sants-Montjuïc,la Font de la Guatlla,good condition,Flat,3,70,Yes,exterior, floor 1,299000
