district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
Sants-Montjuïc,la Marina de Port,new,Flat,1,50,Yes,exterior, floor 5,180610
Sants-Montjuïc,la Marina de Port,new,Flat,3,84,Yes,exterior, floor 2,291700
Sants-Montjuïc,Sants - Badal,new,Flat,2,72,Yes,exterior, floor 1,335000
Sant Andreu,Navas,new,Flat,2,56,Yes,exterior, floor 2,258000
Sant Andreu,Navas,new,Flat,2,56,Yes,exterior, floor 2,262000
Gràcia,el Coll,new,Duplex,4,99,Yes,exterior,ground floor,395000
Gràcia,el Coll,new,Duplex,3,86,Yes,exterior,ground floor,355000
Gràcia,el Coll,new,Penthouse,1,50,Yes,exterior, floor 2,250000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,55,Yes,exterior, floor 1,234000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,62,Yes,exterior, floor 1,253000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,1,47,Yes,exterior, floor 1,199000
Sant Martí,el Poblenou,new,Penthouse,3,96,Yes,exterior, floor 5,610000
Horta-Guinardó,la Font d'en Fargues,new,Flat,3,83,Yes,exterior, floor 1,455000
Horta-Guinardó,la Font d'en Fargues,new,Flat,3,81,Yes,exterior, floor 1,430000
Sants-Montjuïc,Hostafrancs,new,Flat,2,87,Yes,exterior,ground floor,420000
Sants-Montjuïc,Hostafrancs,new,Flat,2,69,Yes,exterior, floor 2,335000
Sants-Montjuïc,Hostafrancs,new,Flat,2,82,Yes,exterior, floor 1,400000
Gràcia,el Camp d'en Grassot i Gràcia Nova,new,Flat,2,74,Yes,exterior, floor 2,420000
Gràcia,el Camp d'en Grassot i Gràcia Nova,new,Flat,3,68,Yes,exterior, floor 3,410000
Gràcia,el Camp d'en Grassot i Gràcia Nova,new,Flat,2,75,Yes,exterior, floor 1,415000
Sant Andreu,Sant Andreu,new,Flat,3,85,Yes,exterior,ground floor,355000
Sant Andreu,Sant Andreu,new,Flat,3,102,Yes,exterior,ground floor,430000
Nou Barris,Porta,new,Duplex,4,101,Yes,exterior,ground floor,350000
Nou Barris,Porta,new,Duplex,4,107,Yes,exterior, floor 2,450000
Nou Barris,Porta,new,Flat,2,52,Yes,exterior, floor 2,270000
Horta-Guinardó,la Font d'en Fargues,new,Flat,2,64,Yes,exterior,ground floor,375000
Eixample,l'Antiga Esquerra de l'Eixample,new,Penthouse,4,204,Yes,exterior, floor 5,2975000
Eixample,l'Antiga Esquerra de l'Eixample,new,Penthouse,4,144,Yes,exterior, floor 5,1980000
Horta-Guinardó,el Baix Guinardó,new,Flat,2,100,Yes,exterior, floor 4,570000
Horta-Guinardó,el Baix Guinardó,new,Flat,4,121,Yes,exterior, floor 3,625000
Horta-Guinardó,el Baix Guinardó,new,Flat,4,121,Yes,exterior, floor 4,660000
Horta-Guinardó,el Baix Guinardó,new,Duplex,3,113,Yes,exterior, floor 3,600000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,68,Yes,exterior, floor 3,382500
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,3,81,Yes,exterior, floor 4,433500
Horta-Guinardó,el Baix Guinardó,new,Flat,2,100,Yes,exterior, floor 1,475000
Horta-Guinardó,el Baix Guinardó,new,Flat,2,100,Yes,exterior, floor 3,515000
Horta-Guinardó,el Baix Guinardó,new,Duplex,3,113,Yes,exterior, floor 1,515000
Horta-Guinardó,el Baix Guinardó,new,Flat,4,121,Yes,exterior, floor 1,595000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Duplex,2,132,Yes,exterior,ground floor,865000
Les Corts,les Corts,new,Flat,2,100,Yes,exterior, floor 2,695000
Sant Andreu,el Congrés i els Indians,new,Flat,2,73,Yes,exterior, floor 2,328000
Sant Andreu,el Congrés i els Indians,new,Flat,2,65,Yes,exterior, floor 1,324000
Sant Andreu,el Congrés i els Indians,new,Flat,1,63,Yes,exterior,ground floor,369000
Sant Martí,el Clot,new,Flat,2,84,Yes,exterior, floor 6,425000
Sant Martí,el Clot,new,Flat,3,104,Yes,exterior,mezzanine,376000
Sant Martí,el Clot,new,Flat,3,99,Yes,exterior, floor 4,480000
Sant Martí,el Clot,new,Duplex,3,190,Yes,exterior,ground floor,597000
Les Corts,les Corts,new,Flat,2,89,Yes,exterior, floor 5,692000
Les Corts,les Corts,new,Flat,2,134,Yes,exterior, floor 1,670000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,66,Yes,exterior, floor 2,336600
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,56,Yes,exterior, floor 2,331500
Eixample,la Sagrada Família,new,Duplex,1,134,Yes,exterior,ground floor,495000
Eixample,la Sagrada Família,new,Penthouse,3,138,Yes,exterior, floor 5,795000
Eixample,la Sagrada Família,new,Penthouse,3,189,Yes,exterior, floor 5,1090000
Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,158,Yes,exterior,ground floor,900000
Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,160,Yes,exterior,ground floor,910000
Eixample,la Sagrada Família,new,Penthouse,1,128,Yes,exterior, floor 7,780000
Eixample,la Sagrada Família,new,Penthouse,2,160,Yes,exterior, floor 7,970000
Eixample,la Dreta de l'Eixample,new,Flat,2,195,Yes,exterior,ground floor,2158000
Eixample,la Dreta de l'Eixample,new,Penthouse,2,145,Yes,exterior, floor 4,2188000
Eixample,la Dreta de l'Eixample,new,Flat,3,158,Yes,exterior, floor 1,1368000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,3,134,Yes,exterior, floor 2,1395000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,3,138,Yes,exterior, floor 1,1370000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Duplex,2,115,Yes,exterior,ground floor,1130000
Sant Andreu,la Sagrera,new,Flat,3,105,Yes,exterior, floor 1,462000
Sant Andreu,la Sagrera,new,Flat,3,104,Yes,exterior, floor 1,457000
Sant Andreu,la Sagrera,new,Flat,3,104,Yes,exterior,ground floor,523000
Sant Andreu,la Sagrera,new,Flat,2,56,Yes,exterior,ground floor,242000
Sants-Montjuïc,Hostafrancs,new,Flat,3,109,Yes,exterior,ground floor,467000
Sant Martí,el Besòs i el Maresme,new,Flat,4,151,Yes,exterior, floor 2,833900
Ciutat Vella,el Raval,new,Duplex,2,128,Yes,exterior, floor 5,595000
Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,70,Yes,exterior, floor 4,377400
Horta-Guinardó,la Font d'en Fargues,new,Flat,3,113,Yes,exterior,ground floor,474000
Horta-Guinardó,la Font d'en Fargues,new,Flat,3,121,Yes,exterior, floor 1,445000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,new,Flat,4,100,Yes,exterior, floor 6,533000
Ciutat Vella,el Raval,new,Flat,2,80,Yes,exterior, floor 1,475000
Horta-Guinardó,el Guinardó,new,Duplex,3,110,Yes,exterior,ground floor,395000
Ciutat Vella,el Raval,new,Flat,2,71,Yes,exterior, floor 4,485000
Ciutat Vella,el Raval,new,Flat,2,71,Yes,exterior, floor 3,475000
Ciutat Vella,el Raval,new,Flat,2,150,Yes,exterior,ground floor,565000
Ciutat Vella,el Raval,new,Flat,2,84,Yes,exterior, floor 1,465000
Horta-Guinardó,Horta,new,Flat,3,88,Yes,exterior,ground floor,432500
Horta-Guinardó,Horta,new,Flat,3,97,Yes,exterior,ground floor,530000
Horta-Guinardó,Horta,new,Flat,3,92,Yes,exterior, floor 1,526500
Horta-Guinardó,Horta,new,Flat,3,88,Yes,exterior, floor 1,502500
Sant Martí,el Poblenou,new,Flat,4,95,Yes,exterior, floor 3,499000
Sant Martí,el Poblenou,new,Flat,2,66,Yes,exterior, floor 2,340000
Sant Martí,el Poblenou,new,Flat,2,67,Yes,exterior, floor 1,315000
Sant Andreu,el Congrés i els Indians,new,Flat,1,51,Yes,exterior, floor 5,279000
Ciutat Vella,el Raval,new,Flat,2,95,Yes,exterior, floor 2,592000
Ciutat Vella,el Raval,new,Flat,2,95,Yes,exterior, floor 2,591000
Ciutat Vella,el Raval,new,Flat,2,80,Yes,exterior, floor 2,498000
Ciutat Vella,el Raval,new,Flat,2,92,Yes,exterior, floor 2,474000
Ciutat Vella,el Raval,new,Flat,1,53,Yes,exterior, floor 2,339000
Ciutat Vella,el Raval,new,Flat,3,77,Yes,exterior, floor 1,416000
Ciutat Vella,el Raval,new,Flat,1,66,Yes,exterior, floor 1,380000
Ciutat Vella,el Raval,new,Flat,1,51,Yes,exterior, floor 1,322000
Ciutat Vella,el Raval,new,Flat,2,100,Yes,exterior,ground floor,481000
Sant Martí,Provençals del Poblenou,new,Duplex,2,148,Yes,exterior,ground floor,698000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,85,Yes,exterior, floor 5,565000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,85,Yes,exterior, floor 2,535000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,110,Yes,exterior, floor 3,634000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,110,Yes,exterior, floor 4,644000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,87,Yes,exterior, floor 1,520000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,85,Yes,exterior, floor 4,555000
Sants-Montjuïc,Sants - Badal,new,Flat,2,69,Yes,exterior, floor 3,343000
Sants-Montjuïc,Sants - Badal,new,Flat,2,88,Yes,exterior, floor 2,399000
Sants-Montjuïc,Sants - Badal,new,Duplex,3,115,Yes,exterior,ground floor,489000
Sants-Montjuïc,Sants - Badal,new,Flat,2,81,Yes,exterior, floor 1,375000
Sants-Montjuïc,Sants - Badal,new,Flat,2,81,Yes,exterior, floor 3,389000
Sants-Montjuïc,Sants - Badal,new,Duplex,4,128,Yes,exterior,ground floor,545000
Sants-Montjuïc,Sants - Badal,new,Flat,2,81,Yes,exterior, floor 2,382000
Eixample,la Dreta de l'Eixample,new,Flat,2,75,Yes,exterior, floor 4,510000
Eixample,la Dreta de l'Eixample,new,Penthouse,2,75,Yes,exterior, floor 5,655000
Eixample,la Dreta de l'Eixample,new,Penthouse,2,75,Yes,exterior, floor 5,650000
Eixample,la Sagrada Família,new,Flat,3,97,Yes,exterior, floor 3,550000
Eixample,la Sagrada Família,new,Flat,3,97,Yes,exterior, floor 2,540000
Eixample,la Sagrada Família,new,Flat,2,68,Yes,exterior, floor 1,380000
Horta-Guinardó,el Carmel,new,Flat,3,81,Yes,exterior, floor 1,310000
Ciutat Vella,el Barri Gòtic,new,Penthouse,4,215,Yes,exterior, floor 4,1690000
Ciutat Vella,el Barri Gòtic,new,Flat,2,106,Yes,exterior, floor 2,790000
Les Corts,les Corts,new,Flat,2,95,Yes,exterior, floor 2,550000
Sants-Montjuïc,Sants,new,Flat,2,60,Yes,exterior, floor 4,375000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Penthouse,4,150,Yes,exterior, floor 2,1150000
Eixample,la Sagrada Família,new,Flat,2,60,Yes,exterior, floor 3,400000
Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,1,58,Yes,exterior, floor 1,385000
Sants-Montjuïc,Sants,new,Flat,3,83,Yes,exterior, floor 1,437000
Sants-Montjuïc,Sants,new,Flat,2,60,Yes,exterior, floor 1,325000
Sants-Montjuïc,Sants,new,Flat,3,78,Yes,exterior,ground floor,360000
Sants-Montjuïc,Sants,new,Flat,2,60,Yes,exterior, floor 2,337000
Eixample,la Dreta de l'Eixample,new,Flat,2,100,Yes,exterior, floor 5,720000
Eixample,la Dreta de l'Eixample,new,Flat,1,70,Yes,exterior, floor 2,465000
Eixample,la Dreta de l'Eixample,new,Flat,1,64,Yes,exterior, floor 2,425000
Eixample,la Dreta de l'Eixample,new,Flat,1,66,Yes,exterior, floor 1,430000
Eixample,la Dreta de l'Eixample,new,Flat,1,59,Yes,exterior, floor 1,385000
Eixample,la Dreta de l'Eixample,new,Flat,1,94,Yes,exterior,mezzanine,600000
Eixample,la Dreta de l'Eixample,new,Flat,1,86,Yes,exterior,mezzanine,545000
Eixample,la Nova Esquerra de l'Eixample,new,Flat,3,95,Yes,exterior, floor 4,565000
Eixample,la Nova Esquerra de l'Eixample,new,Flat,2,81,Yes,exterior, floor 1,595000
Eixample,la Nova Esquerra de l'Eixample,new,Flat,3,89,Yes,exterior, floor 2,530000
Eixample,la Nova Esquerra de l'Eixample,new,Flat,3,89,Yes,exterior, floor 3,540000
Eixample,la Nova Esquerra de l'Eixample,new,Flat,2,72,Yes,exterior, floor 1,580000
Sant Martí,el Clot,new,Flat,2,65,Yes,exterior, floor 3,415000
Sant Martí,el Clot,new,Flat,2,62,Yes,exterior, floor 1,350000
Sant Martí,el Clot,new,Flat,2,72,Yes,exterior, floor 4,475000
Sant Martí,el Clot,new,Flat,2,72,Yes,exterior, floor 3,415000
Sant Martí,el Clot,new,Flat,2,62,Yes,exterior, floor 2,375000
Sant Martí,el Clot,new,Flat,2,65,Yes,exterior, floor 4,395000
Sant Martí,el Clot,new,Flat,3,80,Yes,exterior, floor 2,425000
Sant Martí,el Clot,new,Flat,3,103,Yes,exterior, floor 1,470000
Sant Martí,el Clot,new,Flat,3,104,Yes,exterior, floor 2,496128
Sant Martí,el Clot,new,Duplex,2,81,Yes,exterior, floor 2,365000
Sant Martí,el Clot,new,Flat,4,112,Yes,exterior, floor 3,594448
Sant Martí,el Clot,new,Duplex,2,76,Yes,exterior, floor 2,360000
Sant Martí,el Clot,new,Flat,1,70,Yes,exterior,ground floor,268000
Eixample,la Sagrada Família,new,Flat,2,101,Yes,exterior, floor 2,530000
Les Corts,les Corts,new,Duplex,2,100,Yes,exterior, floor 1,670000
Les Corts,les Corts,new,Duplex,2,76,Yes,exterior, floor 1,550000
Les Corts,les Corts,new,Duplex,2,73,Yes,exterior, floor 5,715000
Les Corts,les Corts,new,Duplex,2,71,Yes,exterior, floor 1,530500
Les Corts,les Corts,new,Flat,2,65,Yes,exterior, floor 5,692000
Les Corts,les Corts,new,Duplex,2,115,Yes,exterior, floor 5,1600000
Les Corts,les Corts,new,Flat,2,71,Yes,exterior, floor 2,550000
Les Corts,les Corts,new,Flat,2,102,Yes,exterior, floor 1,683000
Eixample,la Dreta de l'Eixample,new,Flat,2,109,Yes,exterior,mezzanine,695000
Eixample,la Dreta de l'Eixample,new,Flat,2,101,Yes,exterior, floor 3,695000
Eixample,la Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 4,505000
Eixample,la Dreta de l'Eixample,new,Flat,2,100,Yes,exterior, floor 1,660000
Eixample,la Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 5,520000
Eixample,la Dreta de l'Eixample,new,Flat,2,101,Yes,exterior, floor 4,715000
Eixample,la Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 3,485000
Gràcia,la Salut,new,Duplex,2,97,Yes,exterior,ground floor,510000
Gràcia,la Salut,new,Duplex,1,75,Yes,exterior,ground floor,350000
Sants-Montjuïc,Sants - Badal,new,Flat,2,88,Yes,exterior, floor 1,394000
Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,84,Yes,exterior, floor 2,545000
Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,84,Yes,exterior,mezzanine,530000
Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,82,Yes,exterior,mezzanine,510000
Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 2,628000
Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 5,675000
Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 4,660000
Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 3,640000
Gràcia,Vallcarca i els Penitents,new,Flat,3,120,Yes,exterior, floor 2,495000
Sant Martí,el Camp de l'Arpa del Clot,new,Penthouse,2,56,Yes,exterior, floor 4,326000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,4,101,Yes,exterior,ground floor,545000
Sant Andreu,el Congrés i els Indians,new,Penthouse,2,84,Yes,exterior, floor 4,430000
Sant Andreu,el Congrés i els Indians,new,Flat,2,84,Yes,exterior, floor 3,360000
Sant Andreu,el Congrés i els Indians,new,Flat,2,84,Yes,exterior, floor 1,340000
Sant Andreu,el Congrés i els Indians,new,Duplex,3,118,Yes,exterior,ground floor,480000
Sant Martí,el Poblenou,new,Flat,3,96,Yes,exterior, floor 1,535000
Sant Martí,el Poblenou,new,Flat,3,96,Yes,exterior, floor 4,570000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 4,537500
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 2,387125
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 3,390000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 1,375250
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 5,555000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 1,349125
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 2,358125
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 3,420000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 5,415000
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 2,482125
Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 1,473575
Horta-Guinardó,el Guinardó,new,Flat,3,98,Yes,exterior, floor 1,398500
Horta-Guinardó,el Guinardó,new,Duplex,1,103,Yes,exterior,ground floor,262000
Horta-Guinardó,el Guinardó,new,Flat,2,83,Yes,exterior, floor 1,351500
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,4,158,Yes,exterior, floor 1,685500
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,3,94,Yes,exterior, floor 1,474000
Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,2,67,Yes,exterior, floor 1,342000
Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,3,105,Yes,exterior, floor 4,1280000
Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,62,Yes,exterior, floor 3,583000
Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,63,Yes,exterior, floor 2,561000
Sant Martí,el Clot,new,Flat,3,101,Yes,exterior, floor 1,459000
Sant Martí,el Clot,new,Flat,2,92,Yes,exterior, floor 1,399000
Sant Martí,el Clot,new,Flat,4,130,Yes,exterior, floor 1,570000
Ciutat Vella,el Raval,new,Flat,1,58,Yes,exterior, floor 1,339000
Ciutat Vella,el Raval,new,Flat,2,60,Yes,exterior, floor 1,364000
Ciutat Vella,el Raval,new,Flat,1,86,Yes,exterior,ground floor,462000
Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Penthouse,2,57,Yes,exterior, floor 8,795000
Les Corts,les Corts,new,Flat,2,185,Yes,exterior, floor 5,1600000
Les Corts,les Corts,new,Flat,2,99,Yes,exterior, floor 5,715000
Gràcia,la Salut,new,Flat,2,72,Yes,exterior, floor 4,520000
Gràcia,la Salut,new,Flat,2,72,Yes,exterior, floor 3,495000
Gràcia,la Salut,new,Flat,3,94,Yes,exterior, floor 4,630000
Gràcia,la Salut,new,Flat,1,51,Yes,exterior, floor 1,322000
Gràcia,la Salut,new,Flat,3,94,Yes,exterior, floor 3,615000
Gràcia,la Salut,new,Flat,1,61,Yes,exterior, floor 1,350000
Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,2,64,Yes,exterior, floor 2,435200
Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,1,55,Yes,exterior, floor 4,378000
Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,2,64,Yes,exterior, floor 3,448000
Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 2,255697
Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 3,255697
Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 1,241815
Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 2,247633
Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 3,246467
Eixample,Sant Antoni,new,Flat,3,95,Yes,exterior, floor 4,565000
Eixample,Sant Antoni,new,Flat,2,81,Yes,exterior, floor 1,595000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,new,Flat,2,85,Yes,exterior, floor 1,470000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,new,Penthouse,2,100,Yes,exterior, floor 2,595000
Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,new,Flat,2,86,Yes,exterior,ground floor,425000
Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,new,Flat,2,78,Yes,exterior,ground floor,420000
Sant Martí,el Camp de l'Arpa del Clot,new,Penthouse,2,57,Yes,exterior, floor 4,296000
Sant Martí,el Camp de l'Arpa del Clot,new,Penthouse,1,46,Yes,exterior, floor 4,264000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,48,Yes,exterior,ground floor,265000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,55,Yes,exterior, floor 1,256000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,53,Yes,exterior,ground floor,280000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,77,Yes,exterior,ground floor,295000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,3,68,Yes,exterior, floor 2,315000
Sant Martí,el Camp de l'Arpa del Clot,new,Flat,4,99,Yes,exterior, floor 3,620000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,2,62,Yes,exterior, floor 3,440000
Horta-Guinardó,el Guinardó,new,Flat,3,81,Yes,exterior, floor 1,395000
Horta-Guinardó,el Guinardó,new,Flat,3,78,Yes,exterior, floor 2,370000
Horta-Guinardó,el Guinardó,new,Flat,3,78,Yes,exterior, floor 1,360000
Les Corts,les Corts,new,Flat,3,122,Yes,exterior, floor 2,620000
Les Corts,les Corts,new,Flat,3,190,Yes,exterior, floor 4,750000
Les Corts,les Corts,new,Duplex,2,159,Yes,exterior,ground floor,560000
Les Corts,les Corts,new,Flat,3,114,Yes,exterior, floor 3,620000
Les Corts,les Corts,new,Flat,3,122,Yes,exterior, floor 3,650000
Les Corts,les Corts,new,Flat,3,122,Yes,exterior, floor 1,590000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Duplex,3,131,Yes,exterior, floor 1,830000
Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,3,113,Yes,exterior, floor 5,1325000
Sant Andreu,la Sagrera,new,Flat,3,85,Yes,exterior, floor 2,395000
Sant Andreu,la Sagrera,new,Flat,3,84,Yes,exterior, floor 1,385000
Sant Andreu,la Sagrera,new,Duplex,4,128,Yes,exterior,ground floor,580000
Sant Andreu,la Sagrera,new,Flat,3,84,Yes,exterior, floor 1,390000
Horta-Guinardó,Horta,new,Flat,3,113,Yes,exterior,ground floor,285000
Sant Martí,el Poblenou,new,Flat,3,99,Yes,exterior, floor 2,643496
Sant Martí,el Poblenou,new,Flat,3,118,Yes,exterior, floor 1,680434
Sant Martí,el Poblenou,new,Flat,3,109,Yes,exterior, floor 1,527258
Sant Martí,el Poblenou,new,Flat,3,112,Yes,exterior,ground floor,695610
Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 3,413729
Sant Martí,el Poblenou,new,Flat,2,68,Yes,exterior, floor 2,409877
Sant Martí,el Poblenou,new,Flat,3,85,Yes,exterior, floor 4,545713
Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 1,560204
Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 4,429209
Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 1,387537
Sarrià-Sant Gervasi,Sarrià,new,Detached,5,572,No,exterior,Multiple,2985000
Gràcia,la Vila de Gràcia,new,Flat,3,97,Yes,exterior, floor 3,506000
Gràcia,la Vila de Gràcia,new,Flat,3,92,Yes,exterior, floor 2,453000
Gràcia,la Vila de Gràcia,new,Flat,3,97,Yes,exterior, floor 4,523000
Gràcia,la Vila de Gràcia,new,Duplex,3,175,Yes,exterior,ground floor,826000
Horta-Guinardó,la Font d'en Fargues,new,Flat,2,76,Yes,exterior, floor 1,282000
Sants-Montjuïc,la Marina de Port,new,Flat,3,89,Yes,exterior, floor 2,285000
Sants-Montjuïc,la Marina de Port,new,Flat,2,70,Yes,exterior, floor 1,245000
Sants-Montjuïc,la Marina de Port,new,Flat,2,61,Yes,exterior, floor 2,224000
Sants-Montjuïc,la Marina de Port,new,Flat,4,102,Yes,exterior, floor 6,456000
Horta-Guinardó,el Carmel,new,Penthouse,3,79,Yes,exterior, floor 4,288000
Horta-Guinardó,el Carmel,new,Penthouse,2,50,Yes,exterior, floor 4,220000
Horta-Guinardó,el Carmel,new,Flat,3,62,Yes,exterior, floor 3,235000
Horta-Guinardó,el Carmel,new,Flat,3,63,Yes,exterior, floor 1,268000
Horta-Guinardó,el Carmel,new,Flat,2,56,Yes,exterior, floor 1,238000
Horta-Guinardó,el Carmel,new,Flat,4,88,Yes,exterior, floor 3,298000
Horta-Guinardó,el Carmel,new,Flat,2,56,Yes,exterior, floor 2,216000
Horta-Guinardó,el Carmel,new,Flat,3,62,Yes,exterior, floor 2,258000
Horta-Guinardó,el Carmel,new,Flat,2,56,Yes,exterior, floor 2,220000
Horta-Guinardó,el Carmel,new,Flat,3,86,Yes,exterior,ground floor,269000
Horta-Guinardó,el Guinardó,new,Duplex,2,75,Yes,exterior,ground floor,283000
Horta-Guinardó,el Guinardó,new,Flat,3,100,Yes,exterior, floor 2,435000
Horta-Guinardó,el Guinardó,new,Flat,1,50,Yes,exterior, floor 1,269000
Horta-Guinardó,el Guinardó,new,Flat,1,50,Yes,exterior, floor 1,259000
Horta-Guinardó,el Guinardó,new,Flat,3,100,Yes,exterior, floor 3,450000
Sarrià-Sant Gervasi,les Tres Torres,new,Flat,3,200,Yes,exterior, floor 2,2360000
Sarrià-Sant Gervasi,les Tres Torres,new,Flat,3,200,Yes,exterior, floor 3,2360000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,2,82,Yes,exterior, floor 3,540000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,2,82,Yes,exterior, floor 2,525000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Penthouse,1,67,Yes,exterior, floor 4,475000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,2,82,Yes,exterior, floor 1,500000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Penthouse,1,50,Yes,exterior, floor 4,360000
Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,1,50,Yes,exterior, floor 2,335000
Sant Andreu,Navas,new,Flat,2,77,Yes,exterior, floor 2,345000
Sant Andreu,Navas,new,Flat,2,77,Yes,exterior, floor 6,425000
Sant Andreu,Navas,new,Flat,2,77,Yes,exterior, floor 4,355000
Sant Andreu,Navas,new,Flat,2,77,Yes,exterior,mezzanine,340000
Sant Andreu,Navas,new,Flat,2,77,Yes,exterior, floor 1,340000
Horta-Guinardó,el Guinardó,new,Duplex,2,100,Yes,exterior,ground floor,485000
Horta-Guinardó,el Guinardó,new,Duplex,2,94,Yes,exterior,ground floor,465000
Horta-Guinardó,Can Baró,new,Duplex,2,105,Yes,exterior,ground floor,367500
